time_s,state,pir_val,temp_c,humidity,relay_fan,relay_led,relay_buzzer,relay_motor,cpu_temp_c,cpu_percent
0.0,,0,25.015235853987722,47.69920789262579,0,0,0,0,43.13403141381217,13.647965388637262
1.0,,0,24.9513313517861,51.29574202054728,0,0,0,0,43.76431665628238,13.275364081048913
2.0,,0,25.044178127681274,49.50721216531566,0,0,0,0,43.671953454008936,15.957751077040923
3.0,,0,25.057003277434195,49.90801348125673,0,0,0,0,42.58541662504943,11.928715860147761
4.0,,0,24.915737228057242,48.420652233944075,0,0,0,0,43.79898761345029,15.779383410640005
5.0,,0,24.951488439379133,49.498315741466186,0,0,0,0,43.92734460470551,15.205106367452533
6.0,,0,25.02629235266003,51.95006689204844,0,0,0,0,43.64555974305759,14.705115020163666
7.0,,0,25.007385620385776,50.87398286298156,0,0,0,0,44.34896896745295,18.176552214298525
8.0,,0,25.025649618510393,52.598467408114914,0,0,0,0,43.23663253883529,13.755585109410564
9.0,,0,24.987123924415197,51.76611783346654,0,0,0,0,44.566447965938224,19.120596341048156
10.0,,0,25.077026991099906,50.65863001839436,0,0,0,0,43.37343138678827,14.549137101543801
11.0,,0,25.07522219695954,52.61590178925169,0,0,0,0,43.795981640697704,12.445967110059543
12.0,,0,25.04290418826455,50.65848973810745,0,0,0,0,43.874213111853074,15.13983916198965
13.0,,0,25.099229321383845,51.24198226519559,0,0,0,0,43.47790511616204,12.847509599362464
14.0,,0,25.069501899315906,49.55514356969794,0,0,0,0,43.227398835657574,13.496488304372999
15.0,,0,25.006415552799172,50.09981872378881,0,0,0,0,43.89272964685193,15.794066600030982
16.0,,0,25.071066040497836,48.95386426504958,0,0,0,0,43.81372484991396,16.11116417730025
17.0,,0,25.007927287236107,51.48437590189228,0,0,0,0,42.643403649397115,13.755664599491483
18.0,,0,25.10303144796835,48.2325445653277,0,0,0,0,43.83029978946884,16.9748102900928
19.0,,0,25.05984476161377,51.173525513626494,0,0,0,0,43.78556827501645,17.31501551604227
20.0,,0,25.056324680858726,49.71402341374226,0,0,0,0,43.793215744896166,17.87260351312658
21.0,,0,25.034742690264668,51.75687064020098,0,0,0,0,43.656099011273426,16.058826814251443
22.0,,0,25.13313223839167,51.12630348309689,0,0,0,0,44.82920105985733,17.7268574241714
23.0,,0,25.0674893457852,52.7309692364702,0,0,0,0,42.796269935701666,11.238403144051885
24.0,,0,25.0570047305872,51.096162036707966,0,0,0,0,43.97821585438212,14.364186902743075
25.0,,0,25.06401440825731,47.64193961652014,0,0,0,0,43.43979214490855,13.265989487353147
26.0,,0,25.11143118031421,49.8995702406527,0,0,0,0,44.04438057827824,15.238451722254784
27.0,,0,25.106277239552004,48.24198921110778,0,0,0,0,43.19400629181026,13.857101561606525
28.0,,0,25.111825671112506,49.22258023645059,0,0,0,0,43.82410636528294,14.667684316100535
29.0,,0,25.115908792628115,52.266842649915084,0,0,0,0,44.90970171032433,18.7643497604081
30.0,,0,25.204623531042095,50.95630071634655,0,0,0,0,43.4921459141197,14.660560407159243
